Reporting period,Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Barat,Ujuna,Jl. Gajah Mada Lrg Bakti,WASH,Hygiene,Completed,Distribution,Oct-31-2018,Oct-31-2018,,,,13,,jerry can
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Barat,Balaroa,Posko Terpadu Balaroa,NFI/Shelter,NFI,Completed,Distribution,Nov-06-2018,Nov-06-2018,,,,235,,family kit
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Barat,Balaroa,Posko Terpadu Balaroa,NFI/Shelter,Shelter,Completed,Distribution,Nov-06-2018,Nov-06-2018,,,,470,,tarpaulin
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Barat,Balaroa,Posko Terpadu Balaroa,NFI/Shelter,NFI,Completed,Distribution,Nov-06-2018,Nov-06-2018,,,,470,,blanket
14 Nov - 26 Nov 2018,PMI,,Red Cross/Red Crescent,Palu,Palu Barat,Balaroa,Huntara Balaroa,NFI/Shelter,Shelter,Completed,Distribution,Nov-06-2018,Nov-06-2018,,,,191,,tarpaulin
14 Nov - 26 Nov 2018,LAZNAS BSMU,,National NGOs,Palu,Palu Barat,Balaroa,,Nutrition,IYCF-E,Completed,Public Kitchen,Oct-15-2018,Oct-22-2018,,,U-5 children,,,
14 Nov - 26 Nov 2018,YSTC,,National NGOs,Palu,Palu Barat,,Puskesmas Sangurara,Nutrition,IYCF-E,Ongoing,Training IYCF,Sep-28-2018,Dec-31-2018,,,Health and Community Workers,,,
14 Nov - 26 Nov 2018,YSTC,,National NGOs,Palu,Palu Barat,,Puskesmas Kamonji,Nutrition,IYCF-E,Ongoing,Training IYCF,Sep-28-2018,Dec-31-2018,,,Health and Community Workers,,,
14 Nov - 26 Nov 2018,WVI,,National NGOs,Palu,Palu Barat,Lere Baru,,Nutrition,IYCF-E,Completed,Pos Gizi/IYCF Counselling,Oct-11-2018,Oct-17-2018,,,U-5 children,,,
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Balaroa,"Pos kesehatan posko
KESPRO Balaroa",Health,Health,Completed,Medical Service,Nov-01-2018,,,,IDP and Affected Population,31,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Balaroa,Posko KESPRO Balaroa,Health,Health,Completed,Medical Service,Nov-02-2018,,,,IDP and Affected Population,10,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Balaroa,Pos kesehatan KESPRO balaroa,Health,Health,Completed,Medical Service,Nov-03-2018,,,,IDP and Affected Population,25,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Balaroa,Pos Kesehatan Balaroa,Health,Health,Completed,Medical Service,Nov-05-2018,,,,IDP and Affected Population,19,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Balaroa,Pos Kesehatan Balaroa,Health,Health,Completed,Medical Service,Nov-06-2018,,,,IDP and Affected Population,17,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Baru,Pos kesehatan masjid agung,Health,Health,Completed,Medical Service,Oct-31-2018,,,,IDP and Affected Population,62,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Kamonji,Posko Masjid Agung,Health,Health,Completed,Medical Service,Oct-30-2018,,,,IDP and Affected Population,26,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Kamonji,Pos kesehatan IDP mesjid Agung,Health,Health,Completed,Medical Service,Nov-03-2018,,,,IDP and Affected Population,22,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Kamonji,Pos Kesehatan Masjid Agung,Health,Health,Completed,Medical Service,Nov-05-2018,,,,IDP and Affected Population,27,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,Kamonji,Pos kesehatan Masjid Agung,Health,Health,Completed,Medical Service,Nov-06-2018,,,,IDP and Affected Population,31,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,,Posko Mesjid Agung,Health,Health,Completed,Medical Service,Oct-26-2018,,,,IDP and Affected Population,24,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,,Pos Kesehatan Masjid Agung,Health,Health,Completed,Medical Service,Oct-27-2018,,,,IDP and Affected Population,42,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,,Pos Kesehatan Masjid Agung,Health,Health,Completed,Medical Service,Oct-28-2018,,,,IDP and Affected Population,47,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,,Pos Kesehatan Masjid Agung,Health,Health,Completed,Medical Service,Oct-29-2018,,,,IDP and Affected Population,35,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,,Pos kesehatan masjid Agung,Health,Health,Completed,Medical Service,Nov-01-2018,,,,IDP and Affected Population,14,,Medical Clinic
14 Nov - 26 Nov 2018,HOPE,,National NGOs,Palu,Palu Barat,,Pos kesehatan masjid Agung,Health,Health,Completed,Medical Service,Nov-02-2018,,,,IDP and Affected Population,21,,Medical Clinic
14 Nov - 26 Nov 2018,BAZNAS,,National NGOs,Palu,Palu Barat,Lere,IAINPalu,Education,Temporary Learning Space ,Completed,,,Nov-19-2018,,,,,,
14 Nov - 26 Nov 2018,GER,,National NGOs,Palu,Palu Barat,Lere,SMPN 10 Palu,Education,Inter-sectoral support,Completed,,Oct-20-2018,Oct-31-2018,,,,,,
14 Nov - 26 Nov 2018,LPMP,,Government,Palu,Palu Barat,Balaroa,SD INPRES PERUMNAS,Education,Temporary Learning Space ,Completed,,Oct-09-2018,,,,Children,,,
14 Nov - 26 Nov 2018,KERLIP,,National NGOs,Palu,Palu Barat,Lere,IAINPalu,Education,Temporary Learning Space ,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,NU PEDULI/CHILDFUND,,National NGOs,Palu,Palu Barat,Tipo ,POS LAYANAN NU PEDULI,Education,Psychosocial Support,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SD ALKHAIRAAT 1Palu,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SD Donggala Kodi,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SD INP. 2 KAMONJI,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SD INPRES 1 UJUNA,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SD INPRES 2 UJUNA,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SD INPRES BARU,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SDN 2Palu,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SDN 20Palu,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SDN 4Palu,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SDN 6Palu,Education,Education Kit,Completed,,Nov-09-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,,SD KATOLIK 2,Education,Education Kit,Completed,,Nov-10-2018,,,,,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,Boyaoge,MAN 1Palu,Education,Temporary Learning Space ,Completed,,Oct-18-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,Lere,SMPN 10Palu,Education,Temporary Learning Space ,Completed,,Oct-18-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,Siranindi,SMPN 3Palu,Education,Temporary Learning Space ,Completed,,Oct-18-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,UJUNA,SD MUHAMMADIYAH 1Palu,Education,Temporary Learning Space ,Completed,,Oct-19-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,Lere,SLB ABCD MUHAMMADIYAH,Education,Temporary Learning Space ,Completed,,Oct-19-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,Lere,SMAN 4Palu,Education,Temporary Learning Space ,Completed,,Oct-19-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,Siranindi,SMP ALKHAIRAAT 1Palu,Education,Temporary Learning Space ,Completed,,Oct-19-2018,,,,Children,,,
14 Nov - 26 Nov 2018,UNICEF,,UN Agencies,Palu,Palu Barat,Wara,SDN 15 Wara,Education,Temporary Learning Space ,Completed,,Oct-19-2018,,,,Children,,,
14 Nov - 26 Nov 2018,WVI,,National NGOs,Palu,Palu Barat,BALAROA,TK AISYIYAH V,Education,Temporary Learning Space ,Completed,,Oct-25-2018,,,,Children,,,
14 Nov - 26 Nov 2018,WVI,,National NGOs,Palu,Palu Barat,LERE,TK IT ANAK MANDIRI,Education,Temporary Learning Space ,Completed,,Oct-25-2018,,,,Children,,,
14 Nov - 26 Nov 2018,WVI,,National NGOs,Palu,Palu Barat,BALAROA,TK PERUMNAS BALAROA,Education,Temporary Learning Space ,Completed,,Oct-25-2018,,,,Children,,,
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Palu,Palu Barat,Ujuna,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Palu,Palu Barat,Baru,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Palu,Palu Barat,Siranindi,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Palu,Palu Barat,Kamonji,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Palu,Palu Barat,Balaroa,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,BNPB/BPBD/BAPPEDA,UNDP,Government,Palu,Palu Barat,Lere,,Early Recovery,,Ongoing,JITUPASNA,Nov-01-2018,Dec-31-2018,,,Organization,100,,Technical Support
14 Nov - 26 Nov 2018,WVI,,National NGOs,Palu,Palu Barat,Baru,Masjid Agung,Protection,Child Protection,Completed,"Psychosocial Support Activity, Child Friendly Spaces",Oct-01-2018,Oct-11-2018,,,Children,138,,"Children Activity, Teacher, Community Cadres"
14 Nov - 26 Nov 2018,YPII,,National NGOs,Palu,Palu Barat,Lere,,Protection,Child protection,Ongoing,Mobile Recreational activity,Oct-01-2018,Mar-30-2019,,,"Children, adolescent girls and parents in partnership with local partners",65,,"CFS, mobile CFS, Pyschosocial support, FTR and case management"
14 Nov - 26 Nov 2018,YSTC,,National NGOs,Palu,Palu Barat,Baru,Posko pengungsi Mesjid Agung darusslam,Protection,Child Protection,Ongoing,"PFA & PSS,  CFS activities (Set up CFS)",Oct-09-2018,,,,Children,51,,"PFA & PSS,  CFS activities (Set up CFS)"
14 Nov - 26 Nov 2018,YSTC,,National NGOs,Palu,Palu Barat,Baru,Posko pengungsi Mesjid Agung darusslam,Protection,Child Protection,Completed,"PFA & PSS,  CFS activities ",Oct-12-2018,Oct-12-2018,,,Children,149,,"PFA & PSS,  CFS activities "
14 Nov - 26 Nov 2018,YSTC,,National NGOs,Palu,Palu Barat,Baru,Posko Mesjid Agung Darusslam,Protection,Child Protection,Completed,"PFA & PSS,  CFS activities ",Oct-15-2018,Oct-15-2018,,,Children,52,,"PFA & PSS,  CFS activities "
14 Nov - 26 Nov 2018,YSTC,,National NGOs,Palu,Palu Barat,Kabonena,Posko Kabonena,Protection,Child Protection,Unknown,CFS Activity (Including PFA & PSS),,,,,Children,,,CFS Activity (Including PFA & PSS)
14 Nov - 26 Nov 2018,KEMENSOS/DINSOS/UNICEF,,Government,Palu,Palu Barat,Balaroa,Posko Balaroa,Protection,Child Protection,Ongoing,"children activity, FTR",Oct-13-2018,,,,Children,68,,"children activity, FTR"
14 Nov - 26 Nov 2018,YK/UNICEF,,National NGOs,Palu,Palu Barat,lere,jl. Wr supratman,Protection,Child protection,Ongoing,"adolescence circle, AK registration",Oct-31-2018,Jan-31-2019,,,Children,40,,adolescence circle with 32 activity card
14 Nov - 26 Nov 2018,YK/UNICEF,,National NGOs,Palu,Palu Barat,Balaroa,jl.munif rahman,Protection,Child protection,Ongoing,"adolescence circle, AK registration",Oct-31-2018,Jan-31-2019,,,Children,40,,adolescence circle with 32 activity card
14 Nov - 26 Nov 2018,YK/UNICEF,,National NGOs,Palu,Palu Barat,Lere,jl. Wr.Supratman,Protection,Child protection,Ongoing,"adolescence circle, AK registration",Oct-31-2018,Jan-31-2019,,,Children,40,,adolescence circle with 32 activity card
14 Nov - 26 Nov 2018,DD,,National NGOs,Palu,Palu Barat,Balaroa,TK Aisyiah,Protection,Psychosocial Support,Completed,Psychological First Aid,Nov-02-2018,Nov-02-2018,,,Children,27,,Children Activity
14 Nov - 26 Nov 2018,DD,,National NGOs,Palu,Palu Barat,,MTS-MA Al Khairat,Protection,Psychosocial Support,Completed,Psychological First Aid,Oct-25-2018,Oct-25-2018,,,Teenagers,56,,CISM
14 Nov - 26 Nov 2018,DD,,National NGOs,Palu,Palu Barat,Lere,LDK IAIN Palu,Protection,Psychosocial Support,Completed,Psychological First Aid,Nov-02-2018,Nov-02-2018,,,Teenagers,30,,CISM
14 Nov - 26 Nov 2018,Elnusa,,Private Sector,Palu,Palu Selatan,Lero,,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Tatura Utara,Damkar LanUd Sis Al-Jufri,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,"Desa Ngata Baru, Petobo",Dapur Kemensos) Petobo,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Lolu Utara,Den Zibang (Jl. Moh. Hatta No. 3),WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Tatura Utara,GOR Siranindi,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Tatura Utara,GOR Siranindi,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Birobuli Selatan,Jl. Dewi Sartika,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Jl. Jepang,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Birobuli Utara,Jl. Moh.Yamin (Posko KemenLHK),WASH,Sanitation,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Tatura Utara,Kantor BWS Palu,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Lolu Utara,Kantor DPRD SulTeng,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Birobuli Utara,Lap. Bola TNI/Lap. Faqih Rasyid,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Birobuli Utara,Lap. Bola TNI/Lap. Faqih Rasyid,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Birobuli Utara,Lap. Bola TNI/Lap. Faqih Rasyid,WASH,Sanitation,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Lap. Pesantren Al Istiqomah,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Lap. RT 01 RW 02,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Lap. RT 02 RW 02,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Lap. RT 02 RW 02,WASH,Sanitation,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Ngata Baru,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Tatura Utara,Paskhas LanUd Sis Al-Jufri,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Petobo Atas,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Petobo Atas (Dapur Umum/Tenda China),WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Lolu Utara,Pos Rumah Jabatan Gubernur,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Tatura Utara,Posko BNPB Lanud Sis Al-Jufri,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Lolu Utara,Posko BUMN (Jl. Juanda),WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Posko Petobo,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Posko Petobo,WASH,Sanitation,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Petobo,Posko RT 02/01,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PUPR,,Government,Palu,Palu Selatan,Lolu Utara,"RRI Palu, Jl. Kartini No. 39",WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,MA/YKMI,,National NGOs,Palu,Palu Selatan,Petobo,Detasement TNI AU Mutiara,WASH,Hygiene ,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,PDAM/JMK Oxfam,,Government,Palu,Palu Selatan,Petobo,,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,WMI,,National NGOs,Palu,Palu Selatan,Petobo,Pesantren ,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,WVI,,National NGOs,Palu,Palu Selatan,Petobo,Huntara Petobo,WASH,Water,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,YSTC,,National NGOs,Palu,Palu Selatan,Birobuli Selatan,Lap. Komplek TNI AU - Jl Dewi Sartika,WASH,Hygiene ,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,YSTC,,National NGOs,Palu,Palu Selatan,Birobulli Utara,Bandara Muatiara - cendrawasih,WASH,Hygiene ,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,YSTC,,National NGOs,Palu,Palu Selatan,Birobulli Selatan,Lap. Komplek TNI AU - Jl Dewi Sartika,WASH,Hygiene ,Unknown,,,,,,,,,
14 Nov - 26 Nov 2018,NU PEDULI,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Petobo,POS LAPANGAN NU PEDULLI,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-04-2018,Nov-08-2018,,,GENERAL PUBLIC (ALL AGE CATEGORY),905,,PRAY TOGETHER DAN SHOLAT BERJAMAAH
14 Nov - 26 Nov 2018,NU PEDULI/CHILDFUND,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Petobo,POS LAPANGAN NU PEDULI,Protection,Psychosocial Support,Ongoing,PSYCHOSOCIAL SERVICES & ADDING NUTRITION,Oct-01-2018,Mar-30-2019,,,U5 CHILD AND CHILDREN,,,GIVING ADDING NUTRITION
14 Nov - 26 Nov 2018,PUPR,PUPR,Government,Palu,Palu Selatan,TATURA UTARA,Lap. Koni Batu Bata Indah,NFI/Shelter,Transitional,Unknown,,,,,204,,,,17 Units
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Petobo,POSKO 1 PETOBO,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-18-2018,Oct-18-2018,,,Children,18,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Birobuli Utara,POSKO KUBURAN CINA BOYA,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-18-2018,Oct-18-2018,,,Children,81,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Birobuli Utara,POSKO LAPANGAN KORAMIL,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-16-2018,Oct-16-2018,,,Children,37,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Birobuli Utara,POSKO LAPANGAN KORAMIL,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-18-2018,Oct-18-2018,,,Children,27,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Birobuli Selatan,LAP. KOMP. TNI-AU JL.DEWI SARTIKA,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-15-2018,Oct-15-2018,,,Children,10,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Birobuli Selatan,LAP. KOMP. TNI-AU JL.DEWI SARTIKA,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-17-2018,Oct-17-2018,,,Children,29,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Petobo,POSKO 1 PETOBO,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-25-2018,Oct-25-2018,,,Children,42,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Petobo,POSKO 1 PETOBO,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-13-2018,Oct-13-2018,,,Children,98,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Petobo,POSKO 1 PETOBO,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-16-2018,Oct-16-2018,,,Children,83,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,TADULAKO,LAPANGAN KORAMIL,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-22-2018,Oct-22-2018,,,Children,56,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,TADULAKO,LAPANGAN KORAMIL,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-24-2018,Oct-24-2018,,,Children,47,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Birobuli Selatan,LAP. KOMP. TNI-AU JL.DEWI SARTIKA,Protection,Psychosocial Support,Completed,PSYCHOSOCIAL SERVICES,Oct-22-2018,Oct-22-2018,,,Children,27,,PSYCHOLOGICAL FIRST AID
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Petobo,POSKO 1 PETOBO,Protection,Psychosocial Support,Ongoing,PSYCHOSOCIAL SERVICES,Oct-08-2018,,,,Children,113,,"RECREATIONAL ACTIVITIES, CHILDREN SERVICE"
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,TADULAKO,LAPANGAN KORAMIL,Protection,Psychosocial Support,Ongoing,PSYCHOSOCIAL SERVICES,Oct-15-2018,,,,Children,56,,"RECREATIONAL ACTIVITIES, CHILDREN SERVICE"
14 Nov - 26 Nov 2018,YSTC,KEMENSOS RI/DINAS SOSIAL,National NGOs,Palu,Palu Selatan,Birobuli Selatan,LAP. KOMP. TNI-AU JL.DEWI SARTIKA,Protection,Psychosocial Support,Ongoing,PSYCHOSOCIAL SERVICES,Oct-07-2018,,,,Children,107,,"RECREATIONAL ACTIVITIES, CHILDREN SERVICE"
14 Nov - 26 Nov 2018,KEMENSOS/DINSOS/UNICEF,KEMENSOS RI/DINAS SOSIAL,Government,Palu,Palu Selatan,Petobo,POSKO 1 PETOBO,Protection,Psychosocial Support,Ongoing,PSYCHOSOCIAL SERVICES,Oct-13-2018,,,,Children,40,,"PLAYING, DRAWING, SINGING, STORY TELLING, DEBRIEFING EARTHQUAKE"
