Reporting period,Implementing Agency,Lead Organization,Org Type,District,Sub Dstrict,Village,Admin Level 5,Sector/Cluster,Sub Sector,Status,Activity Details,Start Date,End Date,Total Beneficiaries Reached (HOUSEHOLD),Total Beneficiaries Planned (HOUSEHOLD),Primary Beneficiary Type,# of Primary Beneficiaries,Activity Description,Material Provided
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Balaroa,Donggala Kodi / Balaroa,Health,Reproductive Health,Completed,Ante Natal Care (ANC),Oct-21-2018,Oct-27-2018,,,,Pregnant women,10,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Ante Natal Care (ANC),Oct-21-2018,Oct-27-2018,,,,Pregnant women,36,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Balaroa,Donggala Kodi / Balaroa,Health,Reproductive Health,Completed,Post Natal Care (PNC),Oct-21-2018,Oct-27-2018,,,,delivery mothers,1,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Post Natal Care (PNC),Oct-21-2018,Oct-27-2018,,,,delivery mothers,7,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Referral,Oct-21-2018,Oct-27-2018,,,,Pregnant women,1,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Kits distribution,Oct-21-2018,Oct-27-2018,,,,Pregnant women,20,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Kits distribution,Oct-21-2018,Oct-27-2018,,,,delivery mothers,11,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Kits distribution,Oct-21-2018,Oct-27-2018,,,,Baby,32,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Kits distribution,Oct-21-2018,Oct-27-2018,,,,Midwives,2,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Education,Oct-21-2018,Oct-27-2018,,,,Female and male adults,50,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Education,Oct-21-2018,Oct-27-2018,,,,Adolescent,13,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Balaroa,Donggala Kodi / Balaroa,Health,Reproductive Health,Completed,FP services,Oct-21-2018,Oct-27-2018,,,,People,7,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,FP services,Oct-21-2018,Oct-27-2018,,,,People,5,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Balaroa,Donggala Kodi / Balaroa,Health,Reproductive Health,Completed,Neonatal care,Oct-21-2018,Oct-27-2018,,,,Baby,1,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Baru,Masjid Agung,Health,Reproductive Health,Completed,Neonatal care,Oct-21-2018,Oct-27-2018,,,,Baby,9,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Siranindi,Hospital Al-Jufri,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-07-2018,Oct-10-2018,,,,Pregnant women and Post delivery Women,"1. ANC 3
 2. Normal Delivery 2
 3. Caesarian Section 3
 4. Contraceptive 1
 6. Post delivery kit 3
 7. New born baby kit 3
 8. Mosquito net for baby 3",
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Siranindi,RH tent Mesjid Agung and Kamonji Health Center,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,,Pregnant women and Post delivery Women,"1. ANC 8
 2. contraceptive 3
 3. Post delivery 7",
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Balaroa,Health Center,Health,Reproductive Health,Ongoing,ANC services,Oct-14-2018,Oct-19-2018,,,,"WRA, Pregnant Mother, Post delivery mother",13 ANC,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Palu Barat,Siranindi,RH tent Mesjid Agung,Health,Reproductive Health,Ongoing,ANC services,Oct-14-2018,Oct-19-2018,,,,"WRA, Pregnant Mother, Post delivery mother",9 ANC,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Sigi,Marawola,Beka,Beka,Health,Reproductive Health,Completed,Ante Natal Care (ANC),Oct-21-2018,Oct-27-2018,,,,Pregnant women,4,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Sigi,Marawola,Beka,Beka,Health,Reproductive Health,Completed,Kit distribution,Oct-21-2018,Oct-27-2018,,,,Midwives,1,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Sigi,Marawola,Beka,Beka,Health,Reproductive Health,Completed,Education,Oct-21-2018,Oct-27-2018,,,,Adult males and females,21,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Sigi,Marawola,Beka,Beka,Health,Reproductive Health,Completed,Education,Oct-21-2018,Oct-27-2018,,,,Adolescents,15,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Sigi,Marawola,Beka,Beka,Health,Reproductive Health,Completed,FP services,Oct-21-2018,Oct-27-2018,,,,People,1,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Sigi,Marawola,Beka,Beka,Health,Reproductive Health,Completed,Neonatal care,Oct-21-2018,Oct-27-2018,,,,Baby,2,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Sigi,Marawola,Beka,RH tent,Health,Reproductive Health,Ongoing,ANC services,Oct-14-2018,Oct-19-2018,,,,"WRA, Pregnant Mother, Post delivery mother",18 ANC; 2 Refer to BEONC,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Palu,Mantikulore,Talise Valangguni,Talise Health Center,Health,Reproductive Health,Ongoing,"Provide ANC, delivery servicees",Oct-12-2018,Oct-15-2018,,,,Pregnant women and Post delivery Women,"1. ANC 7
 2. FP 16",
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Sigi,Gumbasa,Pandere,Pandere,Health,Reproductive Health,Completed,Post Natal Care (PNC),Oct-21-2018,Oct-27-2018,,,,delivery mothers,1,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Sigi,Gumbasa,Pandere,Pandere,Health,Reproductive Health,Completed,Referral,Oct-21-2018,Oct-27-2018,,,,Pregnant women,2,
01 Nov - 06 Nov 2018,Indonesia Midwives Association (IBI)/Provincial Health Office (PHO),UNFPA,Government,Parigi Moutong,Binangga,Parigi,IDPs camps in Binangga Atas,Health,Reproductive Health,Completed,Need assessment of RH tent,Oct-27-2018,Oct-28-2018,,,,"WRA, pregnant women and delivery mothers",25% of IDPs,
01 Nov - 06 Nov 2018,Indonesia Nurse Associaton (PPNI),UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,PMI tent,Health,Reproductive Health,Completed,Education,Oct-27-2018,Oct-27-2018,,,,Adolescent,46,
01 Nov - 06 Nov 2018,Indonesia Nurse Associaton (PPNI),UNFPA,Government,Palu,Palu Barat,Baru,WFS,Health,Reproductive Health,Completed,Education,Oct-23-2018,Oct-23-2018,,,,IDPs,5,
01 Nov - 06 Nov 2018,Indonesia Nurse Associaton (PPNI),UNFPA,Government,Palu,Palu Barat,Baru,WFS,Health,Reproductive Health,Completed,Education,Oct-24-2018,24 Oltober,,,,,20,
01 Nov - 06 Nov 2018,Indonesia Nurse Associaton (PPNI),UNFPA,Government,Palu,Palu Barat,Baru,WFS,Health,Reproductive Health,Completed,Counselling for adolescent,Oct-25-2018,Oct-25-2018,,,,Adolescent,2,
01 Nov - 06 Nov 2018,Indonesia Nurse Associaton (PPNI),UNFPA,Government,Palu,Palu Barat,Baru,WFS,Health,Reproductive Health,Completed,Counselling,Oct-26-2018,Oct-26-2018,,,,Adolescent girls,1,
01 Nov - 06 Nov 2018,Indonesia Nurse Associaton (PPNI),UNFPA,Government,Palu,Palu Barat,Balaroa,Villager's house,Health,Reproductive Health,Completed,Education,Oct-26-2018,Oct-26-2018,,,,WoRA,6,
01 Nov - 06 Nov 2018,Indonesia Nurse Associaton (PPNI),UNFPA,Government,Sigi,Marawola,Beka,RH tent,Health,Reproductive Health,Completed,MISP orientation,Oct-22-2018,Oct-22-2018,,,,Midwives,4,
01 Nov - 06 Nov 2018,Indonesia Nurse Associaton (PPNI),UNFPA,Government,Sigi,Marawola,Beka,Villager's house,Health,Reproductive Health,Completed,Education,Oct-25-2018,Oct-25-2018,,,,Adolescent,25,
01 Nov - 06 Nov 2018,Indonesia Nurse Associaton (PPNI),UNFPA,Government,Sigi,Marawola,Beka,Villager's house,Health,Reproductive Health,Completed,Training for counsellor,Oct-25-2018,Oct-25-2018,,,,PKBI,18,
01 Nov - 06 Nov 2018,KEMDIKBUD (Dir. PSD),,Government,Palu,Tatanga,Kelurahan Duyu,SMKN 4 PALU,Education,TLS,Completed,TLS Set up,Oct-19-2018,,,,,Children,,
01 Nov - 06 Nov 2018,KEMDIKBUD (Dir. PSD),,Government,Palu,Palu Timur,Palu,SMA ADVENT PALU,Education,TLS,Completed,TLS Set up,Oct-19-2018,,,,,Children,,
01 Nov - 06 Nov 2018,KEMDIKBUD (Dir. PSD),,Government,Palu,Palu Timur,Besusu Tengah,SMA MUHAMMADIYAH 1 ALHAQ,Education,TLS,Completed,TLS Set up,Oct-19-2018,,,,,Children,,
01 Nov - 06 Nov 2018,KEMDIKBUD (Dir. PSD),,Government,Palu,Mantikulore,Tanamodindi,SMAS GKST IMANUEL PALU,Education,TLS,Completed,TLS Set up,Oct-19-2018,,,,,Children,,
01 Nov - 06 Nov 2018,Kemdikbud (Dir. SMP),,Government,Palu,Palu Timur,Besusu Tengah,SMPN 1 Palu,Education,TLS,Completed,TLS Set up,Oct-09-2018,,,,,Children,,
01 Nov - 06 Nov 2018,KEMDIKBUD (LPMP Sulsel),,Government,Palu,Palu Barat,Balaroa,Balaroa JL. KELOR (SD INP PERUMNAS),Education,TLS,Completed,TLS Set up,Oct-09-2018,,,,,Children,,
01 Nov - 06 Nov 2018,KEMDIKBUD (LPMP Sulut),,Government,Palu,Tawaeli,Panau,Bamba Kadongo (SD 9 BAMBA),Education,TLS,Completed,TLS Set up,Oct-12-2018,,,,,Children,,
01 Nov - 06 Nov 2018,KEMENSOS-DINSOS/UNICEF,,Government,Palu,Palu Selatan,Petobo,Posko Pengungsian Petobo,Protection,Child Protection,Ongoing,"children activity, FTR",Oct-13-2018,,,,,Children,40,
01 Nov - 06 Nov 2018,KEMENSOS-DINSOS/UNICEF,,Government,Palu,Palu Barat,Balaroa,Posko Balaroa,Protection,Child Protection,Ongoing,"children activity, FTR",Oct-13-2018,,,,,Children,68,
01 Nov - 06 Nov 2018,KEMENSOS-DINSOS/UNICEF,,Government,Palu,Mantikulore,Tanamodindi,Dinas Sosial Provinsi,Protection,Child protection,Ongoing,"Psychosocial support activity, Child Friendly Spaces, FTR",Oct-03-2018,Mar-30-2019,,,,children,50,
01 Nov - 06 Nov 2018,KEMENSOS-DINSOS/UNICEF,,Government,Palu,Mantikulore,Tanamodindi,BRSPD Nipotowe,Protection,Child Protection,Ongoing,"FTR, coordination",Oct-06-2018,,,,,Children,,
01 Nov - 06 Nov 2018,KEMENSOS-DINSOS/UNICEF,,Government,Palu,Mantikulore,Kawatuna,Posko Kawatuna,Protection,Child Protection,Ongoing,"children activity, FTR",Oct-13-2018,,,,,Children,,
01 Nov - 06 Nov 2018,KEMENSOS-DINSOS/UNICEF,,Government,Palu,Mantikulore,Tanamodindi,Pos Rumah Jabatan Wakil Walikoa Palu (Vatumelo) Jl. Balaikota,Protection,Child Protection,Unknown,"FTR, coordination, recreational",,,,,,Children,,
01 Nov - 06 Nov 2018,KEMENSOS-DINSOS/UNICEF,,Government,Donggala,Banawa,Gunung Bale,Posko Donggala SMP 1 Bajawa,Protection,Child Protection,Ongoing,"children activity, FTR",Oct-09-2018,,,,,Children,,
01 Nov - 06 Nov 2018,KPPPA/DP3A,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Puskesmas,Protection,GBV,Completed,WFS field assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,KPPPA/DP3A,UNFPA,Government,Donggala,Tanantovea,Wombo,-,Protection,GBV,Completed,WFS field assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,KPPPA/DP3A,UNFPA,Government,Donggala,Tanantovea,Wani I,-,Protection,GBV,Completed,WFS Field Assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,KPPPA/DP3A,UNFPA,Government,Donggala,Tanantovea,Wani Ii,-,Protection,GBV,Completed,Selected as WFS,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),513,
01 Nov - 06 Nov 2018,KPPPA/DP3A,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,-,Protection,GBV,Completed,WFS field assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,KPPPA/DP3A,UNFPA,Government,Sigi,Marawola,Beka,Puskesmas,Protection,GBV,Completed,WFS Field Assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,KPPPA/DP3A,UNFPA,Government,Sigi,Marawola,Bomba,Puskesmas,Protection,GBV,Completed,WFS field assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,KPPPA/DP3A,UNFPA,Government,Sigi,Marawola,Beka,Beka Field,Protection,GBV,Completed,WFS field assessment,Nov-08-2018,Nov-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,KUN,KUN,Government,Donggala,Sirenja,LENDE TOVEA,LABUANA,NFI/Shelter,Darurat | Emergency,Unknown,,,,,97,97,,,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Puskesmas,Health,Reproductive Health,Completed,Assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Donggala Kodi Atas,Health,Reproductive Health,Completed,Distribution Kit,Oct-10-2018,Oct-10-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Donggala Kodi Atas,Health,Reproductive Health,Completed,Establish a Kespro tent,Oct-10-2018,Oct-10-2018,,,,Women of childbearing age (WUS),3251,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Donggala Kodi Atas,Health,Reproductive Health,Completed,Reproductive health session,Oct-10-2018,Oct-10-2018,,,,Women of childbearing age (WUS),35,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Donggala Kodi Atas,Health,Reproductive Health,Completed,ANC and Family Planning servicees,Oct-10-2018,Oct-10-2018,,,,Women of childbearing age (WUS),35,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Health Center,Health,Reproductive Health,Completed,assessment,Sep-08-2018,Sep-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Health Center,Health,Reproductive Health,Completed,assessment,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Donggala Kodi Atas,Health,Reproductive Health,Completed,Kits distribution,Oct-10-2018,Oct-10-2018,,,,"WRA, Pregnant Mother, Post delivery mother",17,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Donggala Kodi Atas,Health,Reproductive Health,Completed,RH tent established,Oct-10-2018,Oct-10-2018,,,,"WRA, Pregnant Mother, Post delivery mother",3251,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Donggala Kodi Atas,Health,Reproductive Health,Completed,RH session,Oct-10-2018,Oct-10-2018,,,,"WRA, Pregnant Mother, Post delivery mother",35,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Ulujadi,Donggala Kodi,Donggala Kodi Atas,Health,Reproductive Health,Completed,ANC and FP services,Oct-10-2018,Oct-10-2018,,,,"WRA, Pregnant Mother, Post delivery mother",35,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo,Health Center,Health,Reproductive Health,Completed,assessment,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wani I,Health Center,Health,Reproductive Health,Completed,assessment,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wani Ii,Health Center,Health,Reproductive Health,Completed,assessment,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Health Center,Health,Reproductive Health,Completed,assessment,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Health Center,Health,Reproductive Health,Completed,assessment,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Wombo Yard,Health,Reproductive Health,Completed,Kits distribution,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",16,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Wombo Yard,Health,Reproductive Health,Completed,RH tent established,Oct-10-2018,Oct-10-2018,,,,"WRA, Pregnant Mother, Post delivery mother",826,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Wombo Yard,Health,Reproductive Health,Completed,RH session,Oct-10-2018,Oct-10-2018,,,,"WRA, Pregnant Mother, Post delivery mother",35,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Wombo Yard,Health,Reproductive Health,Completed,ANC and FP services,Oct-10-2018,Oct-10-2018,,,,"WRA, Pregnant Mother, Post delivery mother",28,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo,Puskesmas,Health,Reproductive Health,Completed,Assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wani I,Puskesmas,Health,Reproductive Health,Completed,Assessment,Oct-08-2018,Nov-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wani Ii,Puskesmas,Health,Reproductive Health,Completed,Assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Puskesmas,Health,Reproductive Health,Completed,Assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Wombo Field,Health,Reproductive Health,Completed,Distribution kit,Nov-08-2018,Nov-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Wombo Field,Health,Reproductive Health,Completed,Establish a Kespro tent,Oct-10-2018,Nov-10-2018,,,,Women of childbearing age (WUS),826,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Wombo Field,Health,Reproductive Health,Completed,Reproductive health session,Oct-10-2018,Oct-10-2018,,,,Women of childbearing age (WUS),35,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Donggala,Tanantovea,Wombo Kalonggo,Wombo Field,Health,Reproductive Health,Completed,ANC and KB services,Oct-10-2018,Oct-10-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Palu Timur,Besusu Timur,RH tent Vatulemo,Health,Reproductive Health,Completed,"assessment, coordination and Establish RH tent",Oct-11-2018,Oct-15-2018,,,,Woman at reproductive age,25% out of total IDPs population,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Palu Timur,Besusu Timur,RH tent Vatulemo,Health,Reproductive Health,Completed,"assessment, coordination and Establish RH tent",Oct-11-2018,Oct-15-2018,,,,Woman at reproductive age,25% out of total IDPs population,
01 Nov - 06 Nov 2018,MoH,UNFPA/UNICEF,Government,Palu,Palu Barat,Baru,RH Tent,Health,Reproductive Health,Completed,Emergency referral,Oct-21-2018,Oct-27-2018,,,,Pregnant women are at risk,,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Palu Barat,Siranindi,RH tent Mesjid Agung,Health,Reproductive Health,Completed,"assessment, coordination and Establish RH tent",Oct-11-2018,Oct-15-2018,,,,Woman at reproductive age,25% out of total IDPs population,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Palu,Palu Barat,Siranindi,RH tent Mesjid Agung,Health,Reproductive Health,Completed,"assessment, coordination and Establish RH tent",Oct-11-2018,Oct-15-2018,,,,Woman at reproductive age,25% out of total IDPs population,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Health Center,Health,Reproductive Health,Completed,assessment,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Bomba,Health Center,Health,Reproductive Health,Completed,assessment,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Yard,Health,Reproductive Health,Completed,assessment,Oct-08-2018,Oct-08-2018,,,,"WRA, Pregnant Mother, Post delivery mother",,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Yard,Health,Reproductive Health,Completed,Kits distribution,Oct-09-2018,Oct-09-2018,,,,"WRA, Pregnant Mother, Post delivery mother",17,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Yard,Health,Reproductive Health,Completed,RH tent established,Oct-09-2018,Oct-09-2018,,,,"WRA, Pregnant Mother, Post delivery mother",501,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Yard,Health,Reproductive Health,Completed,RH session,Oct-09-2018,Oct-09-2018,,,,"WRA, Pregnant Mother, Post delivery mother",38,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Yard,Health,Reproductive Health,Completed,RH session,Oct-09-2018,Oct-09-2018,,,,"WRA, Pregnant Mother, Post delivery mother",501,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Yard,Health,Reproductive Health,Completed,ANC and FP services,Oct-09-2018,Oct-09-2018,,,,"WRA, Pregnant Mother, Post delivery mother",38,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Puskesmas,Health,Reproductive Health,Completed,Assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Bomba,Puskesmas,Health,Reproductive Health,Completed,Assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Field,Health,Reproductive Health,Completed,Assessment,Oct-08-2018,Oct-08-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Field,Health,Reproductive Health,Completed,Distribution Kit,Oct-09-2018,Oct-09-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Field,Health,Reproductive Health,Completed,Establish a Kespro tent,Oct-09-2018,Oct-09-2018,,,,Women of childbearing age (WUS),501,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Field,Health,Reproductive Health,Completed,Reproductive health session,Oct-09-2018,Oct-09-2018,,,,Women of childbearing age (WUS),38,
01 Nov - 06 Nov 2018,MoH,UNFPA,Government,Sigi,Marawola,Beka,Beka Field,Health,Reproductive Health,Completed,Pregnancy checks and family planning services,Oct-09-2018,Oct-09-2018,,,,Women of childbearing age (WUS),,
01 Nov - 06 Nov 2018,MoH,,Government,Sigi,Marawola,Tinggede,"Puskesmas Tinggede, Kel. Tinggede, Kec. Marawola, sigi",Health,Health,Completed,Medical servicee,Oct-15-2018,Oct-15-2018,,,,IDP and Affected Population,,
01 Nov - 06 Nov 2018,MoH,,Government,Sigi,Marawola,Tinggede,"Puskesmas Tinggede, Kel. Tinggede, Kec. Marawola, sigi",Health,Health,Completed,Medical servicee,Oct-20-2018,Oct-20-2018,,,,IDP and Affected Population,,
