crisis_index,crisis_name,crisis_iso3,figure_name,figure_date,figure_value,figure_source,figure_url
20,"South Sudan",SSD,"Children in Need",2017-12-27,4200000,UNICEF,https://m.reliefweb.int/report/2400894
20,"South Sudan",SSD,"People in Food Crisis/Emergency (IPC phase 3+)",2018-09-30,6062000,IPC,https://m.reliefweb.int/report/2807384
20,"South Sudan",SSD,"S. Sudanese Refugees in the Region",2018-10-31,2469506,UNHCR,https://m.reliefweb.int/report/2873948
20,"South Sudan",SSD,"S. Sudanese Arrivals in the Region (Cumulative per year)",2018-09-30,96747,UNHCR,https://m.reliefweb.int/report/2838273
20,"South Sudan",SSD,"S. Sudanese Refugee Children in Neighbouring Countries",2018-07-31,1570000,UNICEF,https://m.reliefweb.int/report/2741884
20,"South Sudan",SSD,"S. Sudanese Refugees in Uganda",2018-10-24,770667,UNHCR,https://m.reliefweb.int/report/2852683
20,"South Sudan",SSD,"Total S. Sudanese Refugees in Sudan",2018-10-31,764400,UNHCR,https://m.reliefweb.int/report/2876618
20,"South Sudan",SSD,"S. Sudanese Refugees in Sudan (since Dec 2013)",2018-10-31,412188,UNHCR,https://m.reliefweb.int/report/2876618
20,"South Sudan",SSD,"S. Sudanese Arrivals in Sudan (Cumulative per year)",2018-09-30,29699,UNHCR,https://m.reliefweb.int/report/2840038
20,"South Sudan",SSD,"S. Sudanese Refugee Children in Sudan (since Jan 2017)",2018-10-31,466284,UNICEF,https://m.reliefweb.int/report/2884593
20,"South Sudan",SSD,"S. Sudanese Refugees & Asylum-Seekers in Ethiopia",2018-09-30,422240,UNHCR,https://m.reliefweb.int/report/2899668
20,"South Sudan",SSD,"S. Sudanese Arrivals in Ethiopia (Cumulative per year)",2018-09-30,19770,UNHCR,https://m.reliefweb.int/report/2899668
20,"South Sudan",SSD,"S. Sudanese Refugees in Gambella",2018-05-31,423888,UNHCR,https://m.reliefweb.int/report/2642644
20,"South Sudan",SSD,"S. Sudanese Refugee Arrivals in Gambella (per month)",2018-05-31,1841,UNHCR,https://m.reliefweb.int/report/2642644
20,"South Sudan",SSD,"S. Sudanese Refugees & Asylum-Seekers in Kenya",2018-08-31,114765,UNHCR,https://m.reliefweb.int/report/2805899
20,"South Sudan",SSD,"S. Sudanese Arrivals in Kenya (per year)",2018-09-30,6109,UNHCR,https://m.reliefweb.int/report/2899668
20,"South Sudan",SSD,"S. Sudanese Refugee Arrivals in Gambella (per year)",2018-05-31,16607,UNHCR,https://m.reliefweb.int/report/2642644
20,"South Sudan",SSD,"S. Sudanese Refugees in DRC",2018-11-30,95438,UNHCR,https://m.reliefweb.int/report/2913833
20,"South Sudan",SSD,"S. Sudanese Arrivals in DRC (Cumulative per year)",2018-09-30,4969,UNHCR,https://m.reliefweb.int/report/2899668
20,"South Sudan",SSD,"S. Sudanese Refugees in Egypt",2018-09-30,13616,UNHCR,https://m.reliefweb.int/report/2834173
20,"South Sudan",SSD,"S. Sudanese Refugees in CAR",2018-10-31,2571,UNHCR,https://m.reliefweb.int/report/2882088
20,"South Sudan",SSD,"S. Sudanese Arrivals in CAR (Cumulative per year)",2018-09-30,323,UNHCR,https://m.reliefweb.int/report/2899668
20,"South Sudan",SSD,IDPs,2018-09-14,1840000,IOM,https://m.reliefweb.int/report/2873948
20,"South Sudan",SSD,"Civilians in UNMISS Protection Sites",2018-11-15,194874,UNMISS,https://m.reliefweb.int/report/2879968
20,"South Sudan",SSD,"IDPs in Bentiu PoC",2018-11-15,114652,IOM,https://m.reliefweb.int/report/2879968
20,"South Sudan",SSD,"Population in Wau PoC Area Adjacent to UNMISS",2018-11-15,16505,IOM,https://m.reliefweb.int/report/2879968
20,"South Sudan",SSD,"Refugees in South Sudan",2018-10-31,299123,UNHCR,https://m.reliefweb.int/report/2893508
20,"South Sudan",SSD,"Sudanese Refugees in South Sudan",2018-10-31,277183,UNHCR,https://m.reliefweb.int/report/2893508
20,"South Sudan",SSD,"DRC Refugees in South Sudan",2018-10-31,15683,UNHCR,https://m.reliefweb.int/report/2878188
20,"South Sudan",SSD,"Ethiopian Refugees in South Sudan",2018-10-31,4168,UNHCR,https://m.reliefweb.int/report/2893508
20,"South Sudan",SSD,"CAR Refugees in South Sudan",2018-10-31,1999,UNHCR,https://m.reliefweb.int/report/2893508
20,"South Sudan",SSD,"Humanitarian Access Incidents (per month)",2018-09-30,65,OCHA,https://m.reliefweb.int/report/2832479
20,"South Sudan",SSD,"KKA Incidents against Aid Workers (Killed, Kidnapped and Arrested per year)",2018-10-31,104,"Insecurity Insight",https://m.reliefweb.int/report/2879178
20,"South Sudan",SSD,"Aid Workers Killed (per year)",2018-10-31,17,"Insecurity Insight",https://m.reliefweb.int/report/2879178
20,"South Sudan",SSD,"Aid Workers Kidnapped (per year)",2018-10-31,48,"Insecurity Insight",https://m.reliefweb.int/report/2879178
20,"South Sudan",SSD,"Aid Workers Arrested (per year)",2018-10-31,39,"Insecurity Insight",https://m.reliefweb.int/report/2879178
20,"South Sudan",SSD,"People Received WFP Food Assistance (per month)",2018-10-31,2300000,WFP,https://m.reliefweb.int/report/2897263
20,"South Sudan",SSD,"New IDPs by Conflict (per year)",2017-12-31,857000,IDMC,https://m.reliefweb.int/report/2603634
20,"South Sudan",SSD,"New IDPs by Natural Disasters (per year)",2017-12-31,75000,IDMC,https://m.reliefweb.int/report/2603634
21,Sudan,SDN,"People in Need",2018-12-04,5500000,OCHA,https://m.reliefweb.int/report/2900688
21,Sudan,SDN,"People Targeted for Assistance",2018-12-04,4300000,OCHA,https://m.reliefweb.int/report/2900688
21,Sudan,SDN,"Children in Need",2018-06-30,2600000,UNICEF,https://m.reliefweb.int/report/2801154
21,Sudan,SDN,"People in Food Crisis/Emergency (IPC Phase 3+)",2018-04-19,5500000,IPC,https://m.reliefweb.int/report/2605994
21,Sudan,SDN,"Total S. Sudanese Refugees in Sudan",2018-10-31,764400,UNHCR,https://m.reliefweb.int/report/2876618
21,Sudan,SDN,"S. Sudanese Refugees in Sudan (since Dec 2013)",2018-10-31,412188,UNHCR,https://m.reliefweb.int/report/2876618
21,Sudan,SDN,"S. Sudanese Refugee Arrivals (Cumulative per year)",2018-10-31,30420,UNHCR,https://m.reliefweb.int/report/2876618
21,Sudan,SDN,"S. Sudanese Refugee Children in Sudan (since Jan 2017)",2018-10-31,466284,UNICEF,https://m.reliefweb.int/report/2884593
21,Sudan,SDN,"Refugees of other Nationalities in Sudan",2018-08-31,158959,UNHCR,https://m.reliefweb.int/report/2886618
21,Sudan,SDN,"Sudanese Refugees in South Sudan",2018-10-31,277183,UNHCR,https://m.reliefweb.int/report/2893508
21,Sudan,SDN,"Sudanese Refugees & Asylum-Seekers in Chad",2018-11-30,338591,UNHCR,https://m.reliefweb.int/report/2909253
21,Sudan,SDN,"Sudanese Refugees & Asylum-Seekers in Ethiopia",2018-08-31,44620,UNHCR,https://m.reliefweb.int/report/2786794
21,Sudan,SDN,"Sudanese Refugees in Egypt",2018-09-30,38980,UNHCR,https://m.reliefweb.int/report/2834173
21,Sudan,SDN,"Sudanese Refugees & Asylum-Seekers in Kenya",2018-07-31,10106,UNHCR,https://m.reliefweb.int/report/2747399
21,Sudan,SDN,"Sudanese Refugees in Jordan",2018-10-31,5489,UNHCR,https://m.reliefweb.int/report/2860028
21,Sudan,SDN,"IDPs in Darfur",2018-02-01,1760000,OCHA,https://m.reliefweb.int/report/2486539
21,Sudan,SDN,"Refugees in Darfur",2018-02-01,300000,OCHA,https://m.reliefweb.int/report/2486539
21,Sudan,SDN,"Returnees in Darfur",2018-02-01,295710,OCHA,https://m.reliefweb.int/report/2486539
21,Sudan,SDN,"New IDPs by Conflict (per year)",2017-12-31,17000,IDMC,https://m.reliefweb.int/report/2603634
21,Sudan,SDN,"New IDPs by Natural Disasters (per year)",2017-12-31,54000,IDMC,https://m.reliefweb.int/report/2603634
22,Syria,SYR,"People in Need",2018-12-04,13000000,OCHA,https://m.reliefweb.int/report/2900688
22,Syria,SYR,"People Targeted for Assistance",2018-12-04,11200000,OCHA,https://m.reliefweb.int/report/2900688
22,Syria,SYR,"Children in Need",2018-07-31,5300000,UNICEF,https://m.reliefweb.int/report/2813544
22,Syria,SYR,IDPs,2018-09-30,6200000,OCHA,https://m.reliefweb.int/report/2847143
22,Syria,SYR,"Registered Syrian Refugees in the Region",2018-12-09,5652186,UNHCR,https://data2.unhcr.org/en/situations/syria
22,Syria,SYR,"Registered Syrian Refugee Children",2018-10-31,2538576,UNICEF,https://m.reliefweb.int/report/2892023
22,Syria,SYR,"Syrian Refugees in Turkey",2018-12-06,3611834,UNHCR,https://data2.unhcr.org/en/situations/syria/location/113
22,Syria,SYR,"Syrian Refugees in Jordan",2018-12-09,671148,UNHCR,https://data2.unhcr.org/en/situations/syria/location/36
22,Syria,SYR,"Syrian Refugees in Zaatari Camp",2018-10-31,78357,UNHCR,https://m.reliefweb.int/report/2860078
22,Syria,SYR,"Syrian Refugees in Lebanon",2018-11-30,950334,UNHCR,https://data2.unhcr.org/en/situations/syria/location/71
22,Syria,SYR,"Syrian Refugees in Iraq",2018-11-30,252772,UNHCR,https://m.reliefweb.int/report/2912348
22,Syria,SYR,"Syrian Refugees in Egypt",2018-09-30,131504,UNHCR,https://m.reliefweb.int/report/2834173
22,Syria,SYR,"IDP Arrivals (per year)",2018-10-31,1500000,OCHA,https://m.reliefweb.int/report/2890258
22,Syria,SYR,"IDP Arrivals in Northern Syria (per month)",2018-09-30,63051,UNHCR,https://m.reliefweb.int/report/2871208
22,Syria,SYR,"IDP Departures from Northern Syria (per month)",2018-09-30,93269,UNHCR,https://m.reliefweb.int/report/2871208
22,Syria,SYR,"IDP Spontaneous Returns (per month)",2018-09-30,103874,OCHA,https://m.reliefweb.int/report/2855123
22,Syria,SYR,"People in Need in Hard-to-reach Areas",2018-10-29,1160000,OCHA,https://m.reliefweb.int/report/2854573
22,Syria,SYR,"IDP Movements (per month)",2018-09-30,84020,OCHA,https://m.reliefweb.int/report/2855093
22,Syria,SYR,"Displacements in the Last 12 Months from Affected Areas of Northern and Southern Syria",2018-07-31,1251192,UNHCR,https://m.reliefweb.int/report/2736499
22,Syria,SYR,"People in Food Crisis/Emergency (IPC phase 3+)",2018-10-09,5494200,WFP,https://m.reliefweb.int/report/2822659
22,Syria,SYR,"Total Attacks on Health Care (in 2018)",2018-10-31,137,WHO,https://m.reliefweb.int/report/2889663
22,Syria,SYR,"Attacks on Health Care: Killed (in 2018)",2018-10-31,97,WHO,https://m.reliefweb.int/report/2889663
22,Syria,SYR,"Attacks on Health Care: Injured (in 2018)",2018-10-31,169,WHO,https://m.reliefweb.int/report/2889663
22,Syria,SYR,"KKA Incidents against Aid Workers (Killed, Kidnapped and Arrested per year)",2018-10-31,84,"Insecurity Insight",https://m.reliefweb.int/report/2879178
22,Syria,SYR,"Aid Workers Killed (per year)",2018-10-31,67,"Insecurity Insight",https://m.reliefweb.int/report/2879178
22,Syria,SYR,"Aid Workers Kidnapped (per year)",2018-10-31,7,"Insecurity Insight",https://m.reliefweb.int/report/2879178
22,Syria,SYR,"Aid Workers Arrested (per year)",2018-10-31,10,"Insecurity Insight",https://m.reliefweb.int/report/2879178
22,Syria,SYR,"People Received WFP Food Assistance (per month)",2018-10-31,3200000,WFP,https://m.reliefweb.int/report/2897278
22,Syria,SYR,"Internally Displaced Palestinian Refugees in Syria",2017-01-09,280000,UNRWA,http://m.reliefweb.int/report/1851179
22,Syria,SYR,"New IDPs by Conflict (per year)",2017-12-31,2911000,IDMC,https://m.reliefweb.int/report/2603634
22,Syria,SYR,"New IDPs by Natural Disasters (per year)",2017-12-31,2300,IDMC,https://m.reliefweb.int/report/2603634
23,Ukraine,UKR,"People in Need",2018-12-04,3500000,OCHA,https://m.reliefweb.int/report/2900688
23,Ukraine,UKR,"People Targeted for Assistance",2018-12-04,2300000,OCHA,https://m.reliefweb.int/report/2900688
23,Ukraine,UKR,"Children in Need",2018-01-02,500000,UNICEF,https://m.reliefweb.int/report/2438734
23,Ukraine,UKR,IDPs,2018-01-11,1492247,"Government of Ukraine",https://m.reliefweb.int/report/2444269
23,Ukraine,UKR,"Children IDPs",2018-01-11,227912,"Government of Ukraine",https://m.reliefweb.int/report/2444269
23,Ukraine,UKR,"Conflict-related Civilian Casualties (Killed and Injured per month)",2018-11-12,18,OHCHR,https://m.reliefweb.int/report/2871443
23,Ukraine,UKR,"Conflict-related Civilians Killed per month",2018-11-12,5,OHCHR,https://m.reliefweb.int/report/2871443
23,Ukraine,UKR,"Conflict-related Civilian Injuries per month",2018-11-12,13,OHCHR,https://m.reliefweb.int/report/2871443
23,Ukraine,UKR,"Conflict-related Deaths (Cumulative)",2018-05-15,10334,OHCHR,https://m.reliefweb.int/report/2661519
23,Ukraine,UKR,"Conflict-related Injuries (Cumulative)",2018-05-15,24901,OHCHR,https://m.reliefweb.int/report/2661519
23,Ukraine,UKR,"Schools Damaged/Destroyed by the Conflict (per year)",2018-11-04,13,UNICEF,https://m.reliefweb.int/report/2861013
23,Ukraine,UKR,"Schools Temporarily Closed due the Conflict (per year)",2018-11-04,43,UNICEF,https://m.reliefweb.int/report/2861013
23,Ukraine,UKR,"People Received WFP Food Assistance (per month)",2018-02-28,17600,WFP,https://m.reliefweb.int/report/2536219
23,Ukraine,UKR,"New IDPs by Conflict (per year)",2017-12-31,21000,IDMC,https://m.reliefweb.int/report/2603634
24,Yemen,YEM,"People in Need",2018-12-04,24000000,OCHA,https://m.reliefweb.int/report/2900688
24,Yemen,YEM,"People Targeted for Assistance",2018-12-04,15000000,OCHA,https://m.reliefweb.int/report/2900688
24,Yemen,YEM,"Children in Need",2018-03-31,11300000,UNICEF,https://m.reliefweb.int/report/2801124
24,Yemen,YEM,"Cholera Suspected Cases (since 27 Apr 2017)",2018-10-21,1248056,WHO,https://m.reliefweb.int/report/2866793
24,Yemen,YEM,"Cholera Deaths (since 27 Apr 2017)",2018-10-21,2475,WHO,https://m.reliefweb.int/report/2866793
24,Yemen,YEM,"People in Food Crisis/Emergency (IPC phase 3+)",2018-12-07,15900000,IPC,https://m.reliefweb.int/report/2907663
24,Yemen,YEM,"IDPs due to conflict or natural disaster since June 2018",2018-11-03,532830,IOM,https://m.reliefweb.int/report/2859448
24,Yemen,YEM,"Children Suffering from Severe Acute Malnutrition",2018-10-31,400000,UNICEF,https://m.reliefweb.int/report/2886693
24,Yemen,YEM,"IDPs since March 2015",2018-06-30,2331264,IOM,https://m.reliefweb.int/report/2804599
24,Yemen,YEM,Returnees,2018-06-30,1012464,UNHCR,https://m.reliefweb.int/report/2804599
24,Yemen,YEM,"Individuals Displaced from Al Hudaydah",2018-11-06,455040,IOM,https://m.reliefweb.int/report/2870688
24,Yemen,YEM,"Refugees & Asylum-Seekers in Yemen",2018-11-09,280000,UNHCR,https://m.reliefweb.int/report/2869778
24,Yemen,YEM,"Somali Refugees in Yemen",2018-09-30,257107,UNHCR,https://m.reliefweb.int/report/2852678
24,Yemen,YEM,"Yemeni Refugees & Asylum-Seekers in Ethiopia",2018-09-30,1891,UNHCR,https://m.reliefweb.int/report/2832459
24,Yemen,YEM,"Yemeni Refugees & Asylum-Seekers in Somalia",2018-11-30,12350,UNHCR,https://m.reliefweb.int/report/2902798
24,Yemen,YEM,"Yemeni Refugees in Jordan",2018-10-31,13228,UNHCR,https://m.reliefweb.int/report/2860028
24,Yemen,YEM,"KKA Incidents against Aid Workers (Killed, Kidnapped and Arrested per year)",2018-10-31,21,"Insecurity Insight",https://m.reliefweb.int/report/2879178
24,Yemen,YEM,"Aid Workers Killed (per year)",2018-10-31,5,"Insecurity Insight",https://m.reliefweb.int/report/2879178
24,Yemen,YEM,"Aid Workers Kidnapped (per year)",2018-10-31,14,"Insecurity Insight",https://m.reliefweb.int/report/2879178
24,Yemen,YEM,"Aid Workers Arrested (per year)",2018-10-31,2,"Insecurity Insight",https://m.reliefweb.int/report/2879178
24,Yemen,YEM,"People Assisted through WFP Assistance (per month)",2018-10-31,7200000,WFP,https://m.reliefweb.int/report/2897283
24,Yemen,YEM,"New IDPs by Conflict (per year)",2017-12-31,160000,IDMC,https://m.reliefweb.int/report/2603634
24,Yemen,YEM,"New IDPs by Natural Disasters (per year)",2017-12-31,13,IDMC,https://m.reliefweb.int/report/2603634
